"period_label","time_offset_sec","total_users","covered_users","uncovered_users","covered_ratio","users_on_poi","users_on_outer_ring"
"night",731,20,1,19,0.05,1,19
"night",732,20,1,19,0.05,1,19
"night",733,20,1,19,0.05,1,19
"night",734,20,1,19,0.05,1,19
"night",735,20,1,19,0.05,1,19
"night",736,20,1,19,0.05,1,19
"night",737,20,1,19,0.05,1,19
"night",738,20,1,19,0.05,1,19
"night",739,20,1,19,0.05,1,19
"night",740,20,1,19,0.05,1,19
"night",741,20,1,19,0.05,1,19
"night",742,20,1,19,0.05,1,19
"night",743,20,1,19,0.05,1,19
"night",744,20,1,19,0.05,1,19
"night",745,20,1,19,0.05,1,19
"night",746,20,1,19,0.05,1,19
"night",747,20,1,19,0.05,1,19
"night",748,20,1,19,0.05,1,19
"night",749,20,1,19,0.05,1,19
"night",750,20,1,19,0.05,1,19
"night",751,20,1,19,0.05,1,19
"night",752,20,1,19,0.05,1,19
"night",753,20,1,19,0.05,1,19
"night",754,20,1,19,0.05,1,19
"night",755,20,1,19,0.05,1,19
"night",756,20,1,19,0.05,1,19
"night",757,20,1,19,0.05,1,19
"night",758,20,1,19,0.05,1,19
"night",759,20,1,19,0.05,1,19
"night",760,20,1,19,0.05,1,19
"night",761,20,1,19,0.05,1,19
"night",762,20,1,19,0.05,1,19
"night",763,20,1,19,0.05,1,19
"night",764,20,1,19,0.05,1,19
"night",765,20,1,19,0.05,1,19
"night",766,20,1,19,0.05,1,19
"night",767,20,1,19,0.05,1,19
"night",768,20,1,19,0.05,1,19
"night",769,20,1,19,0.05,1,19
"night",770,20,1,19,0.05,1,19
"night",771,20,1,19,0.05,1,19
"night",772,20,1,19,0.05,1,19
"night",773,20,1,19,0.05,1,19
"night",774,20,1,19,0.05,1,19
"night",775,20,1,19,0.05,1,19
"night",776,20,1,19,0.05,1,19
"night",777,20,1,19,0.05,1,19
"night",778,20,1,19,0.05,1,19
"night",779,20,1,19,0.05,1,19
"night",780,20,1,19,0.05,1,19
"night",781,20,1,19,0.05,1,19
"night",782,20,1,19,0.05,1,19
"night",783,20,1,19,0.05,1,19
"night",784,20,1,19,0.05,1,19
"night",785,20,1,19,0.05,1,19
"night",786,20,1,19,0.05,1,19
"night",787,20,1,19,0.05,1,19
"night",788,20,1,19,0.05,1,19
"night",789,20,1,19,0.05,1,19
"night",790,20,1,19,0.05,1,19
"night",791,20,1,19,0.05,1,19
"night",792,20,1,19,0.05,1,19
"night",793,20,1,19,0.05,1,19
"night",794,20,1,19,0.05,1,19
"night",795,20,1,19,0.05,1,19
"night",796,20,1,19,0.05,1,19
"night",797,20,1,19,0.05,1,19
"night",798,20,1,19,0.05,1,19
"night",799,20,1,19,0.05,1,19
"night",800,20,1,19,0.05,1,19
"night",801,20,1,19,0.05,1,19
"night",802,20,1,19,0.05,1,19
"night",803,20,1,19,0.05,1,19
"night",804,20,1,19,0.05,1,19
"night",805,20,1,19,0.05,1,19
"night",806,20,1,19,0.05,1,19
"night",807,20,1,19,0.05,1,19
"night",808,20,1,19,0.05,1,19
"night",809,20,1,19,0.05,1,19
"night",810,20,1,19,0.05,1,19
"night",811,20,1,19,0.05,1,19
"night",812,20,1,19,0.05,1,19
"night",813,20,1,19,0.05,1,19
"night",814,20,1,19,0.05,1,19
"night",815,20,1,19,0.05,1,19
"night",816,20,1,19,0.05,1,19
"night",817,20,1,19,0.05,1,19
"night",818,20,1,19,0.05,1,19
"night",819,20,1,19,0.05,1,19
"night",820,20,1,19,0.05,1,19
"night",821,20,1,19,0.05,1,19
"night",822,20,1,19,0.05,1,19
"night",823,20,1,19,0.05,1,19
"night",824,20,1,19,0.05,1,19
"night",825,20,1,19,0.05,1,19
"night",826,20,1,19,0.05,1,19
"night",827,20,1,19,0.05,1,19
"night",828,20,1,19,0.05,1,19
"night",829,20,1,19,0.05,1,19
"night",830,20,1,19,0.05,1,19
"night",831,20,1,19,0.05,1,19
"night",832,20,1,19,0.05,1,19
"night",833,20,1,19,0.05,1,19
"night",834,20,1,19,0.05,1,19
"night",835,20,1,19,0.05,1,19
"night",836,20,1,19,0.05,1,19
"night",837,20,1,19,0.05,1,19
"night",838,20,1,19,0.05,1,19
"night",839,20,1,19,0.05,1,19
"night",840,20,1,19,0.05,1,19
"night",841,20,1,19,0.05,1,19
"night",842,20,1,19,0.05,1,19
"night",843,20,1,19,0.05,1,19
"night",844,20,1,19,0.05,1,19
"night",845,20,1,19,0.05,1,19
"night",846,20,1,19,0.05,1,19
"night",847,20,1,19,0.05,1,19
"night",848,20,1,19,0.05,1,19
"night",849,20,1,19,0.05,1,19
"night",850,20,1,19,0.05,1,19
"night",851,20,1,19,0.05,1,19
"night",852,20,1,19,0.05,1,19
"night",853,20,1,19,0.05,1,19
"night",854,20,1,19,0.05,1,19
"night",855,20,1,19,0.05,1,19
"night",856,20,1,19,0.05,1,19
"night",857,20,1,19,0.05,1,19
"night",858,20,1,19,0.05,1,19
"night",859,20,1,19,0.05,1,19
"night",860,20,1,19,0.05,1,19
"night",861,20,1,19,0.05,1,19
"night",862,20,1,19,0.05,1,19
"night",863,20,1,19,0.05,1,19
"night",864,20,1,19,0.05,1,19
"night",865,20,1,19,0.05,1,19
"night",866,20,1,19,0.05,1,19
"night",867,20,1,19,0.05,1,19
"night",868,20,1,19,0.05,1,19
"night",869,20,1,19,0.05,1,19
"night",870,20,1,19,0.05,1,19
"night",871,20,1,19,0.05,1,19
"night",872,20,1,19,0.05,1,19
"night",873,20,1,19,0.05,1,19
"night",874,20,1,19,0.05,1,19
"night",875,20,1,19,0.05,1,19
"night",876,20,1,19,0.05,1,19
"night",877,20,1,19,0.05,1,19
"night",878,20,1,19,0.05,1,19
"night",879,20,1,19,0.05,1,19
"night",880,20,1,19,0.05,1,19
"night",881,20,1,19,0.05,1,19
"night",882,20,1,19,0.05,1,19
"night",883,20,1,19,0.05,1,19
"night",884,20,1,19,0.05,1,19
"night",885,20,1,19,0.05,1,19
"night",886,20,1,19,0.05,1,19
"night",887,20,1,19,0.05,1,19
"night",888,20,1,19,0.05,1,19
"night",889,20,1,19,0.05,1,19
"night",890,20,1,19,0.05,1,19
"night",891,20,1,19,0.05,1,19
"night",892,20,1,19,0.05,1,19
"night",893,20,1,19,0.05,1,19
"night",894,20,1,19,0.05,1,19
"night",895,20,1,19,0.05,1,19
"night",896,20,1,19,0.05,1,19
"night",897,20,1,19,0.05,1,19
"night",898,20,1,19,0.05,1,19
"night",899,20,1,19,0.05,1,19
